java -cp /home/ubuntu/CockroachDB-ycsb/postgresql-42.2.2.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/jdbc-binding/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-jdbc-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/serp-1.13.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-collections-3.2.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-lang-2.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/core-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-pool-1.5.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jta_1.1_spec-1.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-lib-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-kernel-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/HdrHistogram-2.1.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jdbc-binding-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jms_1.1_spec-1.1.1.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 3 -p db.url=jdbc:postgresql://172.31.43.8:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
YCSB Client 0.12.0
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 3 -p db.url=jdbc:postgresql://172.31.43.8:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://172.31.43.8:26257/test
Adding shard node URL: jdbc:postgresql://172.31.43.8:26257/test
Adding shard node URL: jdbc:postgresql://172.31.43.8:26257/test
Using shards: 1, batchSize:-1, fetchSize: -1
[CLEANUP], 17, 0
[CLEANUP], 18, 0
[CLEANUP], 19, 0
[CLEANUP], 20, 0
[CLEANUP], 21, 0
[CLEANUP], 22, 0
[CLEANUP], 23, 0
[CLEANUP], 24, 0
[CLEANUP], >25, 0
[UPDATE], Operations, 149853
[UPDATE], AverageLatency(us), 4016.601042354841
[UPDATE], LatencyVariance(us), 1.510270263560501E7
[UPDATE], MinLatency(us), 1264
[UPDATE], MaxLatency(us), 159444
[UPDATE], 95thPercentileLatency(us), 9000
[UPDATE], 99thPercentileLatency(us), 19000
[UPDATE], Return=OK, 149853
[UPDATE], 0, 0
[UPDATE], 1, 17200
[UPDATE], 2, 50831
[UPDATE], 3, 47277
[UPDATE], 4, 12703
[UPDATE], 5, 4610
[UPDATE], 6, 3429
[UPDATE], 7, 2644
[UPDATE], 8, 2082
[UPDATE], 9, 1707
[UPDATE], 10, 1346
[UPDATE], 11, 1146
[UPDATE], 12, 822
[UPDATE], 13, 645
[UPDATE], 14, 516
[UPDATE], 15, 413
[UPDATE], 16, 352
[UPDATE], 17, 254
[UPDATE], 18, 214
[UPDATE], 19, 183
[UPDATE], 20, 162
[UPDATE], 21, 156
[UPDATE], 22, 136
[UPDATE], 23, 95
[UPDATE], 24, 101
[UPDATE], >25, 829
